"","S均温","S露点","S风速","S云盖","S水温","S出MH入","M均温","M露点","M风速","M云盖","M水温","H均温","H露点","H云盖","H水温","MH出","E入","E均温","E露点","E风速","E云盖","E水温","E出O入","O均温","O露点","O风速","O云盖","O蒸发","O出"
"S均温",1,0.971908454879521,-0.759985329345446,0.14883608842789,0.271843518402162,-0.512030314895227,0.9671767753565,0.919123260402061,-0.6062282431285,0.17200402176382,0.341567796836483,0.911177718897127,0.861830315074168,0.175521597669736,0.341567796836483,-0.154729496069848,-0.228775680519164,1,0.971908454879521,-0.759985329345446,0.14883608842789,0.434688831465467,-0.23962950473512,0.829717445735149,0.819194130894424,-0.66812474275918,0.432806016585489,-0.236582610240968,0.0734277774321228
"S露点",0.971908454879521,1,-0.756163590597334,0.249949201775862,0.42485272852922,-0.547439620370201,0.953075591753174,0.950270469564783,-0.581200988783674,0.24372220067772,0.480780809659393,0.951675666797088,0.93001510906611,0.256635265359922,0.480780809659393,-0.252114465115729,-0.346967035247882,0.971908454879521,1,-0.756163590597334,0.249949201775862,0.559104494235107,-0.34262914338947,0.894647342978141,0.899579695657782,-0.617919586636874,0.485166727386747,-0.065738832266789,-0.00369073786870994
"S风速",-0.759985329345446,-0.756163590597334,1,0.132109418073384,-0.0183130849074431,0.610167078800202,-0.750009371499958,-0.700704309181054,0.807835208128954,0.0826894679057184,-0.0681713361620215,-0.690563712173178,-0.628383894873686,0.0756580087620121,-0.0681713361620215,0.310427207105642,0.343182587887044,-0.759985329345446,-0.756163590597334,1,0.132109418073384,-0.152316097412626,0.285297703490005,-0.653451620827509,-0.633681946753587,0.835758581457956,0.00707612030961903,0.373651329961296,-0.0391908496296123
"S云盖",0.14883608842789,0.249949201775862,0.132109418073384,1,0.632723807197477,0.484619417096388,0.117645159820052,0.293385926547658,0.0799567802396497,0.832162887553305,0.619727466570804,0.342728719638855,0.422877996624796,0.848850993411725,0.619727466570804,0.47341643092539,0.354763017463245,0.14883608842789,0.249949201775862,0.132109418073384,1,0.662793770878173,0.112760610830699,0.316169983676545,0.335711766550661,0.0240217063213176,0.844139789127185,0.564614106023589,0.297058805663332
"S水温",0.271843518402162,0.42485272852922,-0.0183130849074431,0.632723807197477,1,-0.134258370816179,0.362754451443319,0.484197195098801,-0.0981290586347615,0.587852975081074,0.994053240656296,0.584085161249667,0.666060087492324,0.667741420127166,0.994053240656296,-0.171306068835299,-0.374191039275456,0.271843518402162,0.42485272852922,-0.0183130849074431,0.632723807197477,0.968237398202217,-0.44704448826466,0.642746584293162,0.704712045218106,0.194335161223207,0.529187091884863,0.851792413693905,-0.374685814285497
"S出MH入",-0.512030314895227,-0.547439620370201,0.610167078800202,0.484619417096388,-0.134258370816179,1,-0.600232923092522,-0.54148021291794,0.589775739259911,0.406169060301823,-0.147083953115445,-0.509677030871053,-0.505240751449274,0.328519274926564,-0.147083953115445,0.781905736394755,0.806053488551369,-0.512030314895227,-0.547439620370201,0.610167078800202,0.484619417096388,-0.153682239179768,0.442017832133426,-0.528651522169366,-0.54674182290733,0.428269307090553,0.278934301407901,0.0947570586029032,0.443484569990329
"M均温",0.9671767753565,0.953075591753174,-0.750009371499958,0.117645159820052,0.362754451443319,-0.600232923092522,1,0.951405373664295,-0.657442018654553,0.198035060315678,0.418437109775184,0.955440459494622,0.911168228412161,0.194352861932083,0.418437109775184,-0.266868751145757,-0.350705366006414,0.9671767753565,0.953075591753174,-0.750009371499958,0.117645159820052,0.486818485362127,-0.308754174638998,0.88816009039687,0.876074093236232,-0.606046452049922,0.315346350440747,-0.118673801778829,-0.0848776296368302
"M露点",0.919123260402061,0.950270469564783,-0.700704309181054,0.293385926547658,0.484197195098801,-0.54148021291794,0.951405373664295,1,-0.67851165578185,0.414289296816803,0.522589556403234,0.948809851141039,0.967044695581959,0.425015731246971,0.522589556403234,-0.311819815504628,-0.39063144431726,0.919123260402061,0.950270469564783,-0.700704309181054,0.293385926547658,0.585665724108455,-0.411733385470944,0.85226366502915,0.868746486024529,-0.601275589580852,0.438829680596468,0.068071545450509,-0.15924787323214
"M风速",-0.6062282431285,-0.581200988783674,0.807835208128954,0.0799567802396497,-0.0981290586347615,0.589775739259911,-0.657442018654553,-0.67851165578185,1,-0.0899897302638993,-0.125586216561369,-0.590535100994828,-0.606018591398645,-0.184131771414081,-0.125586216561369,0.263073329486376,0.293654222663286,-0.6062282431285,-0.581200988783674,0.807835208128954,0.0799567802396497,-0.219144251484215,0.21364749581236,-0.491018667322644,-0.496052017850204,0.837730122914023,0.015388251849813,0.141802093468578,0.103329344325169
"M云盖",0.17200402176382,0.24372220067772,0.0826894679057184,0.832162887553305,0.587852975081074,0.406169060301823,0.198035060315678,0.414289296816803,-0.0899897302638993,1,0.57295293590855,0.346551889021954,0.457103705715445,0.96207873817284,0.57295293590855,0.207445703152029,0.147099188225453,0.17200402176382,0.24372220067772,0.0826894679057184,0.832162887553305,0.572064011744971,-0.235049000779656,0.237749923808899,0.28211082571759,0.0398671145356508,0.615844109724863,0.574065830534549,-0.102748669582152
"M水温",0.341567796836483,0.480780809659393,-0.0681713361620215,0.619727466570804,0.994053240656296,-0.147083953115445,0.418437109775184,0.522589556403234,-0.125586216561369,0.57295293590855,1,0.628114716071901,0.697382321439189,0.654994801928981,1,-0.150600989333443,-0.361231149664483,0.341567796836483,0.480780809659393,-0.0681713361620215,0.619727466570804,0.983633469749292,-0.454953498997592,0.682512683245272,0.742964550662574,0.155573847542712,0.557390717434136,0.800879432913441,-0.350856096283769
"H均温",0.911177718897127,0.951675666797088,-0.690563712173178,0.342728719638855,0.584085161249667,-0.509677030871053,0.955440459494622,0.948809851141039,-0.590535100994828,0.346551889021954,0.628114716071901,1,0.976356107348231,0.358331223948101,0.628114716071901,-0.2119613287215,-0.345128993046569,0.911177718897127,0.951675666797088,-0.690563712173178,0.342728719638855,0.689480665065743,-0.324547833129491,0.969306141214641,0.966307941895563,-0.512031116394806,0.455301696429415,0.11656653155158,-0.0754957865728593
"H露点",0.861830315074168,0.93001510906611,-0.628383894873686,0.422877996624796,0.666060087492324,-0.505240751449274,0.911168228412161,0.967044695581959,-0.606018591398645,0.457103705715445,0.697382321439189,0.976356107348231,1,0.492684171336336,0.697382321439189,-0.268514900448247,-0.398334281268045,0.861830315074168,0.93001510906611,-0.628383894873686,0.422877996624796,0.753494228242841,-0.394315955314608,0.926775925750601,0.946680390410432,-0.491680948315221,0.517999588815125,0.255179070148454,-0.157181710193614
"H云盖",0.175521597669736,0.256635265359922,0.0756580087620121,0.848850993411725,0.667741420127166,0.328519274926564,0.194352861932083,0.425015731246971,-0.184131771414081,0.96207873817284,0.654994801928981,0.358331223948101,0.492684171336336,1,0.654994801928981,0.211139925084606,0.119883587735625,0.175521597669736,0.256635265359922,0.0756580087620121,0.848850993411725,0.676360894172158,-0.210414496825385,0.255623909963894,0.315572251604062,-0.0221177257607725,0.686279788541292,0.655596358070511,-0.0949471537459459
"H水温",0.341567796836483,0.480780809659393,-0.0681713361620215,0.619727466570804,0.994053240656296,-0.147083953115445,0.418437109775184,0.522589556403234,-0.125586216561369,0.57295293590855,1,0.628114716071901,0.697382321439189,0.654994801928981,1,-0.150600989333443,-0.361231149664483,0.341567796836483,0.480780809659393,-0.0681713361620215,0.619727466570804,0.983633469749292,-0.454953498997592,0.682512683245272,0.742964550662574,0.155573847542712,0.557390717434136,0.800879432913441,-0.350856096283769
"MH出",-0.154729496069848,-0.252114465115729,0.310427207105642,0.47341643092539,-0.171306068835299,0.781905736394755,-0.266868751145757,-0.311819815504628,0.263073329486376,0.207445703152029,-0.150600989333443,-0.2119613287215,-0.268514900448247,0.211139925084606,-0.150600989333443,1,0.969137166942039,-0.154729496069848,-0.252114465115729,0.310427207105642,0.47341643092539,-0.0602009551188641,0.790260575831055,-0.230334420772666,-0.291521613597616,0.00663571034814614,0.437528963376696,-0.15763522644856,0.81133454740713
"E入",-0.228775680519164,-0.346967035247882,0.343182587887044,0.354763017463245,-0.374191039275456,0.806053488551369,-0.350705366006414,-0.39063144431726,0.293654222663286,0.147099188225453,-0.361231149664483,-0.345128993046569,-0.398334281268045,0.119883587735625,-0.361231149664483,0.969137166942039,1,-0.228775680519164,-0.346967035247882,0.343182587887044,0.354763017463245,-0.277509978851201,0.823127031749107,-0.393304719216207,-0.459368879061337,-0.0123796663715529,0.320227740476038,-0.298031840561054,0.82017494866276
"E均温",1,0.971908454879521,-0.759985329345446,0.14883608842789,0.271843518402162,-0.512030314895227,0.9671767753565,0.919123260402061,-0.6062282431285,0.17200402176382,0.341567796836483,0.911177718897127,0.861830315074168,0.175521597669736,0.341567796836483,-0.154729496069848,-0.228775680519164,1,0.971908454879521,-0.759985329345446,0.14883608842789,0.434688831465467,-0.23962950473512,0.829717445735149,0.819194130894424,-0.66812474275918,0.432806016585489,-0.236582610240968,0.0734277774321228
"E露点",0.971908454879521,1,-0.756163590597334,0.249949201775862,0.42485272852922,-0.547439620370201,0.953075591753174,0.950270469564783,-0.581200988783674,0.24372220067772,0.480780809659393,0.951675666797088,0.93001510906611,0.256635265359922,0.480780809659393,-0.252114465115729,-0.346967035247882,0.971908454879521,1,-0.756163590597334,0.249949201775862,0.559104494235107,-0.34262914338947,0.894647342978141,0.899579695657782,-0.617919586636874,0.485166727386747,-0.065738832266789,-0.00369073786870994
"E风速",-0.759985329345446,-0.756163590597334,1,0.132109418073384,-0.0183130849074431,0.610167078800202,-0.750009371499958,-0.700704309181054,0.807835208128954,0.0826894679057184,-0.0681713361620215,-0.690563712173178,-0.628383894873686,0.0756580087620121,-0.0681713361620215,0.310427207105642,0.343182587887044,-0.759985329345446,-0.756163590597334,1,0.132109418073384,-0.152316097412626,0.285297703490005,-0.653451620827509,-0.633681946753587,0.835758581457956,0.00707612030961903,0.373651329961296,-0.0391908496296123
"E云盖",0.14883608842789,0.249949201775862,0.132109418073384,1,0.632723807197477,0.484619417096388,0.117645159820052,0.293385926547658,0.0799567802396497,0.832162887553305,0.619727466570804,0.342728719638855,0.422877996624796,0.848850993411725,0.619727466570804,0.47341643092539,0.354763017463245,0.14883608842789,0.249949201775862,0.132109418073384,1,0.662793770878173,0.112760610830699,0.316169983676545,0.335711766550661,0.0240217063213176,0.844139789127185,0.564614106023589,0.297058805663332
"E水温",0.434688831465467,0.559104494235107,-0.152316097412626,0.662793770878173,0.968237398202217,-0.153682239179768,0.486818485362127,0.585665724108455,-0.219144251484215,0.572064011744971,0.983633469749292,0.689480665065743,0.753494228242841,0.676360894172158,0.983633469749292,-0.0602009551188641,-0.277509978851201,0.434688831465467,0.559104494235107,-0.152316097412626,0.662793770878173,1,-0.363340862644628,0.728268449140808,0.78245950070482,0.0119253316414893,0.648795235695406,0.726760309324876,-0.219814675618978
"E出O入",-0.23962950473512,-0.34262914338947,0.285297703490005,0.112760610830699,-0.44704448826466,0.442017832133426,-0.308754174638998,-0.411733385470944,0.21364749581236,-0.235049000779656,-0.454953498997592,-0.324547833129491,-0.394315955314608,-0.210414496825385,-0.454953498997592,0.790260575831055,0.823127031749107,-0.23962950473512,-0.34262914338947,0.285297703490005,0.112760610830699,-0.363340862644628,1,-0.312586825484071,-0.40319495558949,-0.107319604149589,0.120345395595369,-0.368102933251746,0.848238400562322
"O均温",0.829717445735149,0.894647342978141,-0.653451620827509,0.316169983676545,0.642746584293162,-0.528651522169366,0.88816009039687,0.85226366502915,-0.491018667322644,0.237749923808899,0.682512683245272,0.969306141214641,0.926775925750601,0.255623909963894,0.682512683245272,-0.230334420772666,-0.393304719216207,0.829717445735149,0.894647342978141,-0.653451620827509,0.316169983676545,0.728268449140808,-0.312586825484071,1,0.991251476917109,-0.399471308724474,0.39632789751969,0.180782665980784,-0.0826643802681691
"O露点",0.819194130894424,0.899579695657782,-0.633681946753587,0.335711766550661,0.704712045218106,-0.54674182290733,0.876074093236232,0.868746486024529,-0.496052017850204,0.28211082571759,0.742964550662574,0.966307941895563,0.946680390410432,0.315572251604062,0.742964550662574,-0.291521613597616,-0.459368879061337,0.819194130894424,0.899579695657782,-0.633681946753587,0.335711766550661,0.78245950070482,-0.40319495558949,0.991251476917109,1,-0.372660551490996,0.425741788593365,0.258977699223769,-0.16364613650663
"O风速",-0.66812474275918,-0.617919586636874,0.835758581457956,0.0240217063213176,0.194335161223207,0.428269307090553,-0.606046452049922,-0.601275589580852,0.837730122914023,0.0398671145356508,0.155573847542712,-0.512031116394806,-0.491680948315221,-0.0221177257607725,0.155573847542712,0.00663571034814614,-0.0123796663715529,-0.66812474275918,-0.617919586636874,0.835758581457956,0.0240217063213176,0.0119253316414893,-0.107319604149589,-0.399471308724474,-0.372660551490996,1,-0.164115457287996,0.487984569602441,-0.359539513114454
"O云盖",0.432806016585489,0.485166727386747,0.00707612030961903,0.844139789127185,0.529187091884863,0.278934301407901,0.315346350440747,0.438829680596468,0.015388251849813,0.615844109724863,0.557390717434136,0.455301696429415,0.517999588815125,0.686279788541292,0.557390717434136,0.437528963376696,0.320227740476038,0.432806016585489,0.485166727386747,0.00707612030961903,0.844139789127185,0.648795235695406,0.120345395595369,0.39632789751969,0.425741788593365,-0.164115457287996,1,0.308362621014595,0.399563002804985
"O蒸发",-0.236582610240968,-0.065738832266789,0.373651329961296,0.564614106023589,0.851792413693905,0.0947570586029032,-0.118673801778829,0.068071545450509,0.141802093468578,0.574065830534549,0.800879432913441,0.11656653155158,0.255179070148454,0.655596358070511,0.800879432913441,-0.15763522644856,-0.298031840561054,-0.236582610240968,-0.065738832266789,0.373651329961296,0.564614106023589,0.726760309324876,-0.368102933251746,0.180782665980784,0.258977699223769,0.487984569602441,0.308362621014595,1,-0.477414048284952
"O出",0.0734277774321228,-0.00369073786870994,-0.0391908496296123,0.297058805663332,-0.374685814285497,0.443484569990329,-0.0848776296368302,-0.15924787323214,0.103329344325169,-0.102748669582152,-0.350856096283769,-0.0754957865728593,-0.157181710193614,-0.0949471537459459,-0.350856096283769,0.81133454740713,0.82017494866276,0.0734277774321228,-0.00369073786870994,-0.0391908496296123,0.297058805663332,-0.219814675618978,0.848238400562322,-0.0826643802681691,-0.16364613650663,-0.359539513114454,0.399563002804985,-0.477414048284952,1
